unix_timestamp,tof1
1790066776.7889967,1542,0,0,0
1790066777.0032942,1537,0,0,0
1790066777.1965125,1548,0,0,0
1790066777.5492725,1541,0,0,0
1790066777.6243894,1545,0,0,0
1790066777.831238,380,0,0,0
1790066778.2290022,1749,0,0,0
1790066778.3882892,1480,0,0,0
1790066778.6286886,1490,0,0,0
1790066778.653207,1680,0,0,0
1790066778.8360488,341,0,0,0
1790066779.254349,1549,0,0,0
1790066779.2553616,636,0,0,0
1790066779.463013,299,0,0,0
1790066779.817696,191,0,0,0
1790066780.073213,185,0,0,0
1790066780.2819033,234,0,0,0
1790066780.41121,506,0,0,0
1790066780.6834724,1545,0,0,0
1790066780.8925562,1545,0,0,0
1790066780.8925562,1547,0,0,0
1790066781.1010637,1543,0,0,0
1790066781.3405154,1542,0,0,0
1790066781.5317106,1481,0,0,0
1790066781.7211146,1413,0,0,0
1790066781.926923,1356,0,0,0
1790066782.1690927,1284,0,0,0
1790066782.369237,1224,0,0,0
1790066782.5491166,1158,0,0,0
1790066782.7415922,1092,0,0,0
1790066782.9501069,1027,0,0,0
1790066783.1437128,962,0,0,0
1790066783.352923,898,0,0,0
1790066783.7544465,872,0,0,0
1790066783.7544465,873,0,0,0
1790066783.9687552,872,0,0,0
1790066784.1785514,872,0,0,0
1790066784.4355373,873,0,0,0
1790066784.5838711,977,0,0,0
1790066784.7848954,188,0,0,0
1790066784.9861765,105,0,0,0
1790066785.2055142,101,0,0,0
1790066785.4462113,100,0,0,0
1790066785.6101978,122,0,0,0
1790066785.7984197,393,0,0,0
1790066786.0065653,870,0,0,0
1790066786.2313106,482,0,0,0
1790066786.4244525,258,0,0,0
1790066786.7794943,175,0,0,0
1790066787.0371969,171,0,0,0
1790066787.2296124,214,0,0,0
1790066787.439287,412,0,0,0
1790066787.4869304,866,0,0,0
1790066787.8574529,866,0,0,0
1790066787.905064,868,0,0,0
1790066788.1132228,867,0,0,0
1790066788.2888944,792,0,0,0
1790066788.4804988,724,0,0,0
1790066788.7365248,667,0,0,0
1790066788.945243,583,0,0,0
1790066789.1214004,517,0,0,0
1790066789.3295853,447,0,0,0
1790066789.5711029,382,0,0,0
1790066789.7805154,316,0,0,0
1790066789.9722247,223,0,0,0
1790066790.2627792,149,0,0,0
1790066790.5109472,137,0,0,0
1790066790.6952457,140,0,0,0
1790066790.8833973,141,0,0,0
1790066791.1236377,139,0,0,0
1790066791.3396752,199,0,0,0
1790066791.5192802,507,0,0,0
1790066791.670433,802,0,0,0
1790066791.9423907,808,0,0,0
1790066792.1513236,426,0,0,0
1790066792.359673,195,0,0,0
1790066792.524228,149,0,0,0
1790066792.6012633,214,0,0,0
1790066792.9707222,174,0,0,0
1790066792.9867241,137,0,0,0
1790066793.373362,146,0,0,0
1790066793.3890803,180,0,0,0
1790066793.7894313,226,0,0,0
1790066793.9982133,148,0,0,0
1790066793.9982133,147,0,0,0
1790066794.2072034,148,0,0,0
1790066794.4055693,148,0,0,0
1790066794.6109152,147,0,0,0
1790066794.8182397,150,0,0,0
1790066795.028195,148,0,0,0
1790066795.2214837,147,0,0,0
1790066795.4361243,146,0,0,0
1790066795.6405444,146,0,0,0
1790066795.8375208,143,0,0,0
1790066796.041807,144,0,0,0
1790066796.2515821,143,0,0,0
1790066796.505479,143,0,0,0
1790066796.6502879,141,0,0,0
1790066796.8575919,140,0,0,0
1790066797.0813222,137,0,0,0
1790066797.293328,137,0,0,0
1790066797.5294425,135,0,0,0
1790066797.720551,142,0,0,0
1790066797.9293404,146,0,0,0
1790066798.1056926,147,0,0,0
1790066798.3136315,150,0,0,0
1790066798.5071921,153,0,0,0
1790066798.698592,153,0,0,0
1790066798.9077497,153,0,0,0
1790066799.1129384,152,0,0,0
1790066799.319878,208,0,0,0
1790066799.5282133,93,0,0,0
1790066799.9318693,68,0,0,0
1790066799.9477055,68,0,0,0
1790066800.1240964,69,0,0,0
1790066800.3497615,92,0,0,0
1790066800.559057,213,0,0,0
1790066800.7677004,208,0,0,0
1790066800.963313,200,0,0,0
1790066801.1576908,201,0,0,0
1790066801.3614333,236,0,0,0
1790066801.5794795,145,0,0,0
1790066801.7933939,73,0,0,0
1790066801.9864469,87,0,0,0
1790066802.1957524,230,0,0,0
1790066802.403698,156,0,0,0
1790066802.6111932,149,0,0,0
1790066802.8030505,149,0,0,0
1790066803.0137749,191,0,0,0
1790066803.206677,124,0,0,0
1790066803.415773,69,0,0,0
1790066803.6241114,66,0,0,0
1790066803.8322725,66,0,0,0
1790066804.235797,67,0,0,0
1790066804.235797,69,0,0,0
1790066804.4370627,68,0,0,0
1790066804.6457124,68,0,0,0
1790066804.8542836,67,0,0,0
1790066805.0303285,67,0,0,0
1790066805.253175,65,0,0,0
1790066805.4744108,66,0,0,0
1790066805.655097,66,0,0,0
1790066805.879399,66,0,0,0
1790066806.07634,66,0,0,0
1790066806.280028,66,0,0,0
1790066806.499286,66,0,0,0
1790066806.6594324,66,0,0,0
1790066806.9000204,66,0,0,0
1790066807.1086037,67,0,0,0
1790066807.325594,76,0,0,0
1790066807.5057147,87,0,0,0
1790066807.6907415,128,0,0,0
1790066807.9259737,223,0,0,0
1790066808.1210072,220,0,0,0
1790066808.3302736,376,0,0,0
1790066808.5405471,895,0,0,0
1790066808.685245,865,0,0,0
1790066808.9424045,865,0,0,0
1790066809.1022747,488,0,0,0
1790066809.3605115,237,0,0,0
1790066809.5546014,159,0,0,0
1790066809.6989117,154,0,0,0
1790066809.9743223,159,0,0,0
1790066810.1808476,260,0,0,0
1790066810.3723276,883,0,0,0
1790066810.6007543,900,0,0,0
1790066810.7926412,401,0,0,0
1790066811.0018997,250,0,0,0
1790066811.1446996,203,0,0,0
1790066811.4024606,200,0,0,0
1790066811.6075542,223,0,0,0
1790066811.8144376,469,0,0,0
1790066812.0249162,862,0,0,0
1790066812.1797807,864,0,0,0
1790066812.4198759,866,0,0,0
1790066812.6284485,867,0,0,0
1790066812.840345,866,0,0,0
1790066813.0443711,867,0,0,0
1790066813.2106097,867,0,0,0
1790066813.4462006,869,0,0,0
1790066813.6548402,869,0,0,0
1790066813.863224,870,0,0,0
1790066814.0206661,870,0,0,0
1790066814.2136934,872,0,0,0
1790066814.484484,871,0,0,0
1790066814.6128252,873,0,0,0
1790066814.8045042,875,0,0,0
1790066815.0441194,876,0,0,0
1790066815.2357833,447,0,0,0
1790066815.443749,213,0,0,0
1790066815.620033,207,0,0,0
1790066815.8752978,206,0,0,0
1790066816.1226878,210,0,0,0
1790066816.3236022,208,0,0,0
1790066816.7252333,207,0,0,0
1790066816.9351547,209,0,0,0
1790066817.1436539,339,0,0,0
1790066817.3360744,983,0,0,0
1790066817.5440235,889,0,0,0
1790066817.7114835,889,0,0,0
1790066817.9601018,933,0,0,0
1790066818.167004,616,0,0,0
1790066818.361447,259,0,0,0
1790066818.5874438,211,0,0,0
1790066818.7559512,208,0,0,0
1790066818.9742615,207,0,0,0
1790066819.1911683,208,0,0,0
1790066819.3975897,205,0,0,0
1790066819.5945337,206,0,0,0
1790066819.763951,206,0,0,0
1790066820.0092702,206,0,0,0
1790066820.2183144,203,0,0,0
1790066820.4206772,204,0,0,0
1790066820.62187,203,0,0,0
1790066820.767168,202,0,0,0
1790066821.038575,204,0,0,0
1790066821.2389097,202,0,0,0
1790066821.4403043,201,0,0,0
1790066821.6487668,203,0,0,0
1790066821.7744246,213,0,0,0
1790066822.055465,203,0,0,0
1790066822.2595456,211,0,0,0
1790066822.4689627,212,0,0,0
1790066822.6726422,213,0,0,0
1790066822.7939446,212,0,0,0
1790066823.0723426,212,0,0,0
1790066823.2767317,211,0,0,0
1790066823.4846985,211,0,0,0
1790066823.692578,211,0,0,0
1790066823.8046982,211,0,0,0
1790066824.1080089,211,0,0,0
1790066824.3129601,211,0,0,0
1790066824.5166788,210,0,0,0
1790066824.6490722,210,0,0,0
1790066824.9260588,210,0,0,0
1790066825.1282094,208,0,0,0
1790066825.3370924,211,0,0,0
1790066825.5375853,209,0,0,0
1790066825.7303948,210,0,0,0
1790066825.9390142,209,0,0,0
1790066826.1005898,210,0,0,0
1790066826.360416,208,0,0,0
