unix_timestamp,x,y,z
1790140835.4312005,1.96672,0.69319,0.0
1790140836.4716463,1.9689,0.68951,0.0
1790140837.475837,2.02357,0.69685,0.0
1790140838.4796455,2.02422,0.70063,0.0
1790140839.4894962,2.02607,0.7014,0.0
1790140840.6245904,2.02728,0.7018,0.0
1790140841.644659,2.02691,0.70227,0.0
1790140842.6649475,2.02726,0.7027,0.0
1790140843.687671,2.02589,0.70182,0.0
1790140844.7273076,2.0261,0.70154,0.0
1790140845.750684,2.02564,0.70132,0.0
1790140846.5791774,2.0259,0.70145,0.0
1790140847.58681,2.02655,0.70095,0.0
1790140848.6106336,2.02716,0.70011,0.0
1790140849.642265,2.02742,0.69876,0.0
1790140850.6644127,2.02848,0.6998,0.0
1790140851.6870332,2.02854,0.69974,0.0
1790140852.7021556,2.02964,0.70037,0.0
1790140853.7404742,2.02948,0.70004,0.0
1790140854.762379,2.02952,0.69988,0.0
1790140855.7761135,2.02967,0.70067,0.0
1790140856.8126006,2.03071,0.7006,0.0
1790140857.8329697,2.03069,0.70096,0.0
1790140858.862234,2.03053,0.70045,0.0
1790140859.8740027,2.02895,0.69903,0.0
